name,ofname,countryofreg,countryofown,owner,users,purpose,detpurpose,clasorbit,typeorbit,longitudegeo,perigee,apogee,eccentricity,inclination,period,launchmass,drymass,power,datelaunch,explifetime,contractor,countrycontractor,launchsite,launchvehicle
INSAT 4B (Indian National Satellite),INSAT 4B,India,India,Indian Space Research Organization (ISRO),Government,Communications,,GEO,,111.2,"35,760","35,811",6.05E-04,0.04,1436.08,"3,028","1,335",,3/11/07,,Indian Space Research Organization (ISRO),India,Guiana Space Center,Ariane 5 ECA
INSAT 4CR (Indian National Satellite),INSAT 4CR,India,India,Indian Space Research Organization (ISRO),Government,Communications,,GEO,,73.97,"37,782","37,791",1.02E-04,0.03,1436.11,"2,130",,"3,000",9/2/07,12,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Centre,GSLV F04
Integral (INTErnational Gamma-Ray Astrophysics Laboratory),INTErnational Gamma-Ray Astrophysics Laboratory (INTEGRAL),ESA,ESA/USA/Russia,European Space Operations Centre (ESOC)/NASA/Russia,Government,Space Science,,Elliptical,Deep Highly Eccentric,0,"6,292","156,833",8.56E-01,53.95,"4,032.86","4,000","3,414","2,000",10/17/02,2,Alenia Aerospazio (and 28 subcontractors),Italy/International,Baikonur Cosmodrome,Proton
Intelsat 10 (PAS-10),Intelsat 10,USA,USA,PanAmSat (Intelsat S.A.),Commercial,Communications,,GEO,,68.52,"35,776","35,796",2.37E-04,0.04,1436.08,"3,739","2,510","9,600",5/14/01,15,Boeing Satellite Systems,USA,Baikonur Cosmodrome,Proton
Intelsat 10-02 (Thor 4),Intelsat 10-02,USA,USA,Intelsat S.A.,Commercial,Communications,,GEO,,-10,"35,783","35,789",7.12E-05,0.02,1436.08,"5,576",,"11,000",6/16/04,13,EADS Astrium,UK/France/Germany/Spain,Baikonur Cosmodrome,Proton
Intelsat 11 (PAS 11),Intelsat 11,USA,USA,PanAmSat (Intelsat S.A.),Commercial,Communications,,GEO,,-43.06,"35,778","35,795",2.02E-04,0.03,1436.1,"2,491",,,10/5/07,15,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5
"Intelsat 12 (Europe*Star 1, Europe*Star FM1, IS-12, PAS-12)",Intelsat 12,United Kingdom,USA,Intelsat S.A.,Commercial,Communications,,GEO,,45.04,"35,776","35,796",2.37E-04,0,1436.09,"4,167","1,729","12,000",10/29/00,18,Alcatel Space Industries,France,Guiana Space Center,Ariane 44LP
Intelsat 14 (IS-14),Intelsat 14,USA,USA,Intelsat S.A.,Commercial,Communications,,GEO,,-45,"35,771","35,800",3.44E-04,0.02,1436.05,"5,613","2,517",,11/23/09,16,Space Systems/Loral,USA,Cape Canaveral,Atlas
"Intelsat 15 (IS-15, JCSat 85)",Intelsat 15,USA,USA,Intelsat S.A./Sky Perfect JSAT Corp.,Commercial,Communications,,GEO,,85,"35,776","35,798",2.61E-04,0.05,1436.12,"2,550",,"4,600",11/30/09,17,Orbital Sciences Corp.,USA,Baikonur Cosmodrome,Zenit 3SLB
Intelsat 16 (IS-16),Intelsat 16,USA,USA,Intelsat S.A.,Commercial,Communications,,GEO,,-58.12,"35,783","35,791",9.49E-05,0.07,1436.19,"2,450",,"4,500",2/12/10,15,Orbital Sciences Corp.,USA,Baikonur Cosmodrome,Proton M
Intelsat 17 (IS-17),Intelsat 17,USA,USA,Intelsat S.A.,Commercial,Communications,,GEO,,66,"35,770","35,804",4.03E-04,0.03,1436.12,"5,540","2,393",,11/26/10,16,Space Systems/Loral,USA,Guiana Space Center,Ariane 5
Intelsat 18 (IS-18),Intelsat 18,USA,USA,Intelsat S.A.,Commercial,Communications,,GEO,,180,"35,775","35,797",2.61E-04,0.01,1436.09,"3,200",,,10/5/11,15,Orbital Sciences Corp.,USA,Baikonur Cosmodrome,Zenit
Intelsat 19 (IS-19),Intelsat 19,USA,USA,Intelsat S.A.,Commercial,Communications,,GEO,,166,"35,768","35,801",3.91E-04,0.13,1436.01,"5,600",,"15,000",6/1/12,15,Space Systems/Loral,USA,Sea Launch Odyssey,Zenit
"Intelsat 1R (IS-1R, PAS-1R, PanAmSat 1R)",Intelsat 1R,USA,USA,PanAmSat (Intelsat S.A.),Commercial,Communications,,GEO,,-44.96,"35,785","35,788",3.56E-05,0.06,1436.11,"4,793","3,000","15,000",11/15/00,15,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 5
Intelsat 20 (IS-20),Intelsat 20,USA,USA,Intelsat S.A.,Commercial,Communications,,GEO,,68.5,"35,780","35,790",1.19E-04,0.02,1436.03,"6,094","2,989","19,300",8/2/12,18,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA
Intelsat 21 (IS-21),Intelsat 21,USA,USA,Intelsat S.A.,Commercial,Communications,,GEO,,-58,"35,774","35,811",4.39E-04,0.06,1436.39,"5,984","3,600",,8/19/12,15,Boeing Satellite Systems,USA,Sea Launch Odyssey,Zenit 3SL
Intelsat 22,Intelsat 22,USA,USA,Intelsat S.A.,Commercial,Communications,,GEO,,72,"35,781","35,792",1.30E-04,0.03,1436.11,"6,199",,,3/25/12,18,Boeing Space & Intelligence Systems,USA,Baikonur Cosmodrome,Proton
Intelsat 23,Intelsat 23,NR,USA,Intelsat S.A.,Commercial,Communications,,GEO,,-53,"35,781","35,797",1.90E-04,0.03,1436.21,"3,200","1,503",,10/14/12,18,Orbital Sciences Corp.,USA,Baikonur Cosmodrome,Proton M
"Intelsat 25 (IS-25, Protostar 1, Chinasat 8)",Intelsat 25,NR,USA,Intelsat S.A.,Commercial,Communications,,GEO,,-31.5,"35,778","35,793",1.78E-04,0.02,1436.1,"4,100",,"11,000",7/7/08,16,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA
"Intelsat 26 (JCSat R, JCSAT-4, Japan Communications Satellite 4)",JCSat R,Japan,USA,Intelsat S.A.,Commercial,Communications,,GEO,,50,"35,779","35,794",1.78E-04,0.02,1436.1,"3,124","1,841","5,200",2/16/97,12,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2AS
Intelsat 30/DLA 1,Intelsat 30/DLA 1,NR,USA,Intelsat S.A.,Commercial,Communications,,GEO,,-95,"35,776","35,793",2.02E-04,0.03,1435.97,"6,220",,,10/16/14,15,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA
Intelsat 31/DLA 2,Intelsat 31/DLA 2,NR,USA,Intelsat S.A.,Commercial,Communications,,GEO,,-95,"35,580","35,860",3.33E-03,0.01,1435.1,"6,450",,,6/9/16,20,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton
Intelsat 33 (IS-33),Intelsat 33,NR,USA,Intelsat S.A.,Commercial,Communications,,GEO,,60,"35,549","36,152",7.14E-03,0.04,1439.36,"6,600",,,8/24/16,15,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 5
Intelsat 34,Intelsat 34,NR,USA,Intelsat S.A.,Commercial,Communications,,GEO,,-55.49,"35,777","35,811",4.03E-04,0.1,1436.1,"3,300",,,8/20/15,15,Space Systems/Loral,USA,Guiana Space Center,Ariane 5
Intelsat 35E,Intelsat 35E,NR,USA,Intelsat S.A.,Commercial,Communications,,GEO,,-34.5,"35,778","35,794",1.90E-04,0,1436.09,"6,761",,,7/5/17,15,Boeing Satellite Systems,USA,Cape Canaveral,Falcon 9
Intelsat 36 (IS-36),Intelsat 36,NR,USA,Intelsat S.A.,Commercial,Communications,,GEO,,68.5,"35,785","35,801",1.90E-04,0.1,1436.1,"3,250",,,8/24/16,15,Space Systems/Loral,USA,Guiana Space Center,Ariane 5
Intelsat 37E (IS-37E),Intelsat 37E,NR,USA,Intelsat S.A.,Commercial,Communications,,GEO,,-18,"35,775","35,795",2.37E-04,0.02,1436.1,"6,438",,,9/29/17,15,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 5
Intelsat 39,Intelsat 39,NR,USA,Intelsat S.A.,Commercial,Communications,,GEO,,62,"35,784","35,788",4.74E-05,0,1436.08,"6,600",,,8/6/19,15,Maxar Technologies,USA,Guiana Space Center,Ariane 5
"Intelsat 5 (Arabsat 2C, Panamsat-5, PAS-5)",Intelsat 5,USA,USA,Intelsat S.A.,Commercial,Communications,,GEO,,-156.9,"35,774","35,798",2.85E-04,0.03,1436.09,"2,730","2,519","9,700",8/28/97,15,Hughes Space and Communications Co.,USA,Baikonur Cosmodrome,Proton K
"Intelsat 9 (IS-9, PAS-9) ",Intelsat 9,USA,USA,PanAmSat (Intelsat S.A.),Commercial,Communications,,GEO,,-29.5,"35,782","35,792",1.19E-04,0.01,1436.14,"3,659","2,389","9,900",7/28/00,15,Hughes Space and Communications Co.,USA,Sea Launch Odyssey,Zenit 3SL
Intelsat 901 ,Intelsat 901,USA,USA,Intelsat S.A.,Commercial,Communications,,GEO,,-27.5,"35,775","35,798",2.73E-04,0.01,1436.12,"4,723","1,972","10,000",6/9/01,13,Lockheed Martin Commercial Space Systems,USA,Cape Canaveral,Atlas 2AS
Intelsat 902 ,Intelsat 902,USA,USA,Intelsat S.A.,Commercial,Communications,,GEO,,62.05,"35,775","35,797",2.61E-04,0.02,1436.1,"4,723","1,972","8,500",8/30/01,13,Space Systems/Loral,USA,Guiana Space Center,Ariane 44L
Intelsat 904 ,Intelsat 904,USA,USA,Intelsat S.A.,Commercial,Communications,,GEO,,60.05,"35,782","35,789",8.30E-05,0.01,1436.07,"4,680","2,350","8,500",2/23/02,13,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton K
Intelsat 905 ,Intelsat 905,USA,USA,Intelsat S.A.,Commercial,Communications,,GEO,,-24.52,"35,768","35,805",4.39E-04,0.01,1436.12,"4,723","1,984","10,000",6/5/02,13,Space Systems/Loral,USA,Guiana Space Center,Ariane 44L
Intelsat 906 ,Intelsat 906,USA,USA,Intelsat S.A.,Commercial,Communications,,GEO,,64.19,"35,775","35,796",2.49E-04,0.01,1436.07,"4,723","1,955","7,000",9/6/02,13,Space Systems/Loral,USA,Guiana Space Center,Ariane 44L
Intelsat New Dawn (Intelsat 28),Intelsat New Dawn,NR,USA,Intelsat S.A.,Commercial,Communications,,GEO,,32.8,"35,800","35,892",1.09E-03,0.05,1439.15,"3,000","1,283","4,800",4/22/11,15,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5
International Space Station (ISS [first element Zarya]),International Space Station,USA,Multinational,National Aeronautics and Space Administration (NASA)/Multinational,Government,Space Science,,LEO,Non-Polar Inclined,0,401,422,1.55E-03,51.6,92.8,,,,11/20/98,30,Boeing Satellite Systems (prime)/Multinational,International,Baikonur Cosmodrome,Proton
Interstellar Boundary EXplorer (IBEX),Interstellar Boundary Explorer,USA,USA,National Aeronautics and Space Administration (NASA)/Goddard Space Flight Center,Government,Space Science,,Elliptical,Deep Highly Eccentric,0,"62,200","268,679",6.01E-01,15.2,"11,520",462,,,10/19/08,,Orbital Sciences Corp.,USA,Kwajalein Island,Pegasus XL
IOD-1 GEMS (In Orbit Demonstration-1 / Global Environmental Monitoring Satellite),IOD-1 GEMS,United Kingdom,USA,Orbital Micro Systems Ltd.,Commercial,Earth Observation,Meteorology,LEO,Non-Polar Inclined,0,409,414,3.69E-04,51.6,93,4,,,7/3/19,,Clyde Space,UK,International Space Station,Nanorack Deployer
ION SVC Lucas,ION SVC Lucas,NR (12/20),Italy,D-Orbit,Commercial,Technology Demonstration,,LEO,Sun-Synchronous,0,521,535,1.01E-03,97.5,95,150,,,9/2/20,,D-Orbit,Italy,Guiana Space Center,Vega
Iridium Next SV 102,Iridium Next 102,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,609,621,8.59E-04,86.6,97,860,678,50,1/14/17,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 103,Iridium Next 103,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,610,623,9.30E-04,86.6,97,860,678,50,1/14/17,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 104,Iridium Next 104,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,608,622,1.00E-03,86.6,96.9,860,678,50,1/14/17,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 105,Iridium Next 105,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,608,622,1.00E-03,86.6,97,860,678,50,1/14/17,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 106,Iridium Next 106,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,701,704,2.12E-04,86.5,98.8,860,678,50,1/14/17,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 107,Iridium Next 107,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,610,626,1.14E-03,86.6,97,860,678,50,10/9/17,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 108,Iridium Next 108,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,608,622,1.00E-03,86.6,96.9,860,678,50,1/14/17,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 109,Iridium Next 109,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,610,622,8.59E-04,86.6,97,860,678,50,1/14/17,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 110,Iridium Next 110,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,488,718,1.65E-02,86.7,97,860,678,50,5/22/18,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 111,Iridium Next 111,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,607,622,1.07E-03,86.6,96.9,860,678,50,1/14/17,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 112,Iridium Next 112,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,607,622,1.07E-03,86.6,96.9,860,678,50,1/14/17,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 113,Iridium Next 113,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,607,624,1.22E-03,86.6,97,860,678,50,6/25/17,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 114,Iridium Next 114,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,608,622,1.00E-03,86.6,96.9,860,678,50,1/14/17,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 115,Iridium Next 115,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,606,623,1.22E-03,86.6,97,860,678,50,6/25/17,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 116,Iridium Next 116,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,611,627,1.14E-03,86.7,97,860,678,50,12/23/17,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 117,Iridium Next 117,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,606,623,1.22E-03,86.6,97,860,678,50,6/25/17,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 118,Iridium Next 118,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,608,625,1.22E-03,86.6,97,860,678,50,6/25/17,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 119,Iridium Next 119,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,610,626,1.14E-03,86.6,97,860,678,50,10/9/17,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 120,Iridium Next 120,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,607,624,1.22E-03,86.6,97,860,678,50,6/25/17,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 121,Iridium Next 121,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,608,625,1.22E-03,86.6,97,860,678,50,6/25/17,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 122,Iridium Next 122,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,611,626,1.07E-03,86.6,97,860,678,50,10/9/17,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 123,Iridium Next 123,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,607,624,1.22E-03,86.6,97,860,678,50,6/25/17,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 124,Iridium Next 124,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,608,625,1.22E-03,86.6,97,860,678,50,6/25/17,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 125,Iridium Next 125,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,609,626,1.22E-03,86.6,97,860,678,50,10/9/17,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 126,Iridium Next 126,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,606,623,1.22E-03,86.6,97,860,678,50,6/25/17,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 127,Iridium Next 127,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,611,626,1.07E-03,86.6,97,860,678,50,10/9/17,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 128,Iridium Next 128,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,609,625,1.14E-03,86.6,97,860,678,50,6/25/17,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 129,Iridium Next 129,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,611,626,1.07E-03,86.6,97,860,678,50,10/9/17,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 130,Iridium Next 130,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,611,626,1.07E-03,86.7,97,860,678,50,12/23/17,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 131,Iridium Next 131,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,611,626,1.07E-03,86.7,97,860,678,50,12/23/17,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 132,Iridium Next 132,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,609,626,1.22E-03,86.6,97,860,678,50,10/9/17,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 133,Iridium Next 133,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,622,635,9.29E-04,86.6,97.2,860,678,50,10/9/17,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 134,Iridium Next 134,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,610,626,1.14E-03,86.7,97,860,678,50,12/23/17,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 135,Iridium Next 135,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,610,626,1.14E-03,86.7,97,860,678,50,12/23/17,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 136,Iridium Next 136,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,609,626,1.22E-03,86.6,97,860,678,50,10/9/17,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 137,Iridium Next 137,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,609,626,1.22E-03,86.7,97,860,678,50,12/23/17,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 138,Iridium Next 138,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,609,626,1.22E-03,86.7,97,860,678,50,12/23/17,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 139,Iridium Next 139,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,609,626,1.22E-03,86.6,97,860,678,50,10/9/17,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 140,Iridium Next 140,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,607,626,1.36E-03,86.6,97,860,678,50,3/30/18,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 141,Iridium Next 141,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,609,625,1.14E-03,86.7,97,860,678,50,12/23/17,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 142,Iridium  Next 142,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,608,626,1.29E-03,86.6,97,860,678,50,3/30/18,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 143,Iridium Next 143,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,608,626,1.29E-03,86.6,97,860,678,50,3/30/18,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 144,Iridium Next 144,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,606,625,1.36E-03,86.6,97,860,678,50,3/30/18,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 145,Iridium Next 145,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,607,626,1.36E-03,86.6,97,860,678,50,3/30/18,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 146,Iridium Next 146,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,608,627,1.36E-03,86.6,97,860,678,50,3/30/18,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 147,Iridium Next 147,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,489,714,1.61E-02,86.7,97,860,678,50,5/22/18,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 148,Iriidium Next 148,USA,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,LEO,Polar,0,606,625,1.36E-03,86.6,97,860,678,50,3/30/18,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
